year,country,"Communications, computer, etc. (% of service imports, BoP)","Primary income payments (BoP, current US$)","Service imports (BoP, current US$)","Transport services (% of service imports, BoP)","Foreign direct investment, net outflows (% of GDP)","Secondary income, other sectors, payments (BoP, current US$)","ICT service exports (% of service exports, BoP)","Primary income receipts (BoP, current US$)","Transport services (% of service exports, BoP)","Foreign direct investment, net inflows (% of GDP)","Secondary income receipts (BoP, current US$)","Personal remittances, received (% of GDP)",Net official development assistance received (current US$),Net ODA received (% of GNI),Net ODA received per capita (current US$),"Revenue, excluding grants (% of GDP)",Expense (% of GDP),General government final consumption expenditure (current US$),General government final consumption expenditure (constant 2015 US$),General government final consumption expenditure (annual % growth),General government final consumption expenditure (% of GDP),Households and NPISHs Final consumption expenditure (current US$),Households and NPISHs Final consumption expenditure (constant 2015 US$),Households and NPISHs Final consumption expenditure (annual % growth),Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),Households and NPISHs Final consumption expenditure per capita growth (annual %),"Households and NPISHs Final consumption expenditure, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",Households and NPISHs final consumption expenditure (% of GDP),Final consumption expenditure (current US$),Final consumption expenditure (constant 2015 US$),Final consumption expenditure (annual % growth),Gross national expenditure (current US$),Gross national expenditure (constant 2015 US$),Exports of goods and services (annual % growth),Exports of goods and services (% of GDP),Gross fixed capital formation (current US$),Gross fixed capital formation (constant 2015 US$),Gross fixed capital formation (annual % growth),Gross fixed capital formation (% of GDP),Gross capital formation (current US$),Gross capital formation (constant 2015 US$),Gross capital formation (annual % growth),Gross capital formation (% of GDP),Imports of goods and services (annual % growth),Imports of goods and services (% of GDP),External balance on goods and services (% of GDP),"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (annual % growth)","Industry (including construction), value added per worker (constant 2015 US$)","Manufacturing, value added (current US$)","Manufacturing, value added (% of GDP)","Industry (including construction), value added (current US$)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (% of GDP)","Services, value added per worker (constant 2015 US$)","Services, value added (current US$)","Services, value added (constant 2015 US$)","Services, value added (annual % growth)","Services, value added (% of GDP)",Adjusted savings: education expenditure (% of GNI),Adjusted savings: net forest depletion (% of GNI),Adjusted savings: consumption of fixed capital (% of GNI),Adjusted savings: particulate emission damage (% of GNI),Adjusted savings: gross savings (% of GNI),Adjusted savings: net national savings (% of GNI),Adjusted net national income (current US$),Adjusted net national income (constant 2015 US$),Adjusted net national income (annual % growth),Adjusted net national income per capita (current US$),Adjusted net national income per capita (constant 2015 US$),Adjusted net national income per capita (annual % growth),"Inflation, GDP deflator (annual %)",Gross value added at basic prices (GVA) (current US$),Gross value added at basic prices (GVA) (constant 2015 US$),GDP (current US$),GDP (constant 2015 US$),GDP growth (annual %),"GDP, PPP (current international $)","GDP, PPP (constant 2021 international $)",GDP per capita (current US$),GDP per capita (constant 2015 US$),GDP per capita growth (annual %),"GDP per capita, PPP (current international $)","GDP per capita, PPP (constant 2021 international $)",Gross domestic savings (current US$),Gross domestic savings (% of GDP),"GNI, Atlas method (current US$)",GNI (current US$),GNI (constant 2015 US$),GNI growth (annual %),"GNI, PPP (current international $)","GNI, PPP (constant 2021 international $)","GNI per capita, Atlas method (current US$)",GNI per capita (constant 2015 US$),GNI per capita growth (annual %),"GNI per capita, PPP (current international $)","GNI per capita, PPP (constant 2021 international $)",Gross savings (% of GNI),Gross savings (% of GDP)
1991,BWA,17.6774860985387,420220720.995536,382526996.522481,60.7655502392345,0.215789014033789,74200245.0256979,0.023568230025925,483093061.94731,17.7468772095215,-0.208261490288424,421556325.405998,2.11774331053514,131070007.324219,3.27204740513008,97.6854266529973,49.6502838503278,27.8405419816203,955303263.77144,1629596564.60599,3.04013136044985,24.2285857667095,1421824860.73853,1844158802.14382,9.96413714287505,1374.43678444055,7.00882575587765,2336001409.00205,4411275222.00447,36.0605965561585,2377128124.50997,3364466918.19346,7.18005046736414,3686564365.98127,3760369658.70348,3.50840476563026,53.0295141611517,1232985268.28578,797474927.79079,-2.23879339893311,31.2712103628893,1309436241.4713,395902740.510026,-10.9562774637893,33.2101747012514,-5.62434907143287,46.5288711852712,6.50064297588057,3321.64741332969,211889091.109769,2.73363177375097,32337.2570767331,190298863.697635,4.82639651224791,2111219223.59844,3365757405.7286,4.61239989158378,53.5451494526864,8461.12480966724,1298444021.11838,1963815889.96401,6.39553770803738,32.9313878869617,5.6088794,0.43561594928976,12.2273010770911,1.22602227091233,44.2902289664697,32.0629278893788,3428974126.92551,3499850819.90246,9.71553430166084,2555.58695241572,2608.41078400429,6.7669041729952,5.17770993695599,3582238838.67732,5508581457.1335,3942876703.45184,5667709608.2008,7.45870921940397,8671318558.70688,14761763588.5275,2938.59442659608,4224.09857544948,4.57073178203704,6462.66426884387,11001.8241681256,1565748578.94187,39.710817677132,4068913844.63086,4005749034.03664,5712056669.32479,10.6326470291284,8815604353.0895,14917552398.5757,3030.0,4257.15008490724,7.65936928573066,6570.0,11117.9323204634,44.2901516885404,44.9963936707395
1991,CMR,27.5575629323142,442669059.496978,1122305020.23813,31.8088500047378,0.181725642535736,101521795.83595,0.550074216362527,18326385.6310008,48.4938444075788,-0.122447755843683,60154499.8371534,0.0619723349023447,516260009.765625,4.64993176420713,44.2489110278255,15.1547809207989,15.8089333568311,1571744545.25678,1579239366.33372,9.20000180868644,13.2746538731139,7659862193.5913,7884360403.12426,-2.41365469245768,675.772586273998,-5.21865634461287,13343771722.8208,24788415780.4096,64.6937313334614,9231606506.66659,9514995391.88291,-0.54620821808102,11205680896.6703,11965749868.6385,-4.10000266062642,19.9988804610672,1970884089.19471,2266644002.13248,-3.69999899693298,16.6457101359387,1974074390.00368,2450754476.75557,-6.19168370012304,16.6726548065075,3.40000261957589,14.6398988946043,5.35898156646298,653.117643149062,2123425659.79294,-4.00000230220131,15118.7646538664,1677378277.18356,14.1668161732059,3419625616.11704,6802012914.74984,-6.59999672879989,28.8815040373953,7244.81005672518,5292319941.01924,7303043816.97813,-2.25406450104711,44.6979222004118,3.1,3.32245409189631,9.7860983341412,2.55483168005846,16.4436025084387,6.6575041742975,9157339725.34757,9786183524.81708,1.93655471469476,784.88029886807,838.778824430332,-0.993488453625702,3.56871352957361,11584260940.947,14243758669.878,11840192296.3893,14829529308.2261,-3.80859937279318,22897314877.591,49243117963.6864,1014.82897292999,1271.04658608388,-6.57350502462501,1962.54063771974,4220.65297387084,2608585789.72272,22.0316167543851,10907867592.4509,11102528723.9598,14043475498.0262,-5.62195716229593,21634377358.3711,46643988606.2176,930.0,1203.67350962496,-8.33474003425037,1850.0,3997.88025951581,16.4436024954315,15.4191388501839
1991,KOR,32.8667949715409,3364300000.0,12210500000.0,40.5888374759428,0.481238237107964,1359300000.0,2.08623584467545,2757500000.0,35.5088772193048,0.440106763850873,2328100000.0,0.80980615311817,54419998.1689453,0.0164753927467764,1.25693759752573,14.8250729644496,13.1804086998945,35553804694.1358,71552076678.7287,4.8564220379635,10.7527968159168,166420059744.737,269931318954.598,9.05795535289744,6234.59821682534,7.98383949189798,218507464644.772,344567454757.512,50.3316340943686,201973864438.873,340098014726.525,8.3046030090533,338312925025.359,516956812951.914,12.2215634027384,23.7765747515992,128831901349.595,177511964472.425,14.3256748945766,38.9635728310371,136339060586.487,176858798225.39,19.5901196804615,41.234017826544,19.9840694806651,26.0485043988995,-2.27192964730035,6530.1047895277,20301294705.1269,3.19057613742085,20747.2965924124,83286732329.4243,25.1890147314574,122827837551.15,141682311420.948,13.1944011081105,37.1477199666283,26179.2811736597,155895528117.212,237109250830.605,10.509608212415,47.1486231298027,2.9,0.0,12.150333665047,0.317588264465833,39.0774142411589,26.9270805761119,290161443539.63,443379262209.773,10.7511440797244,6701.85299538333,10240.7218556782,9.66035193994024,9.14103327577023,301288478554.607,402595422884.692,330647042837.334,444840963700.951,10.7780561268967,410211321362.576,657257732890.084,7636.9480638849,10274.4827454694,9.68699892935838,9474.64259647045,15180.6685691052,128673178398.461,38.9155690897146,327839890418.718,330310779265.601,501321319860.914,10.7767844862704,409794141995.409,759031571809.969,7570.0,11579.0083898604,9.82574485031765,9470.0,17531.3368691261,39.0774152492729,39.0376740463484
1991,MAR,37.6187409434874,1314527568.325,1426741935.66912,42.3603284495251,0.0704385789028659,23660347.6692835,1.65278908157516,199045546.169263,14.7185876166031,0.983294101452129,2355812577.88676,6.16479856380149,1532670043.94531,4.89746015473561,61.8036686436529,20.5232404894259,17.334293917278,5028096984.45423,10803852852.3998,-1.53528073540966,15.5738195976054,20096406877.5807,27575058934.5389,14.3055356802908,1103.69482421875,12.3418135560388,46903316063.9313,70486676079.1877,62.2457793155495,25124503862.0349,38389055640.966,9.32073857314974,33945620274.3911,47813848571.0807,2.15663245599941,22.3187677496636,8054289862.23016,8996328669.93519,4.88761626062433,24.9470242298459,8821116412.35621,9424792930.11473,2.66420227241582,27.3221610641672,4.87965119009746,27.4605277269858,-5.14175997732214,2070.32675445008,6845546717.47761,21.7500000466256,10434.0165434496,5924429871.76321,18.350084003306,8399465965.27901,13134021305.9828,0.491868843872851,26.0161584122031,10756.1014569914,14276881244.5802,22129388942.5935,4.85037016216995,44.2206213617144,4.6,0.0,8.85203252888082,1.44491139067719,26.9878263293693,18.1357938004885,28507293602.6275,40139565126.848,8.49928304896872,1141.00769042969,1606.59069824219,6.63531624266068,5.39631618672981,28326008453.4058,40742771673.8233,32285573573.9185,44641043473.6915,7.21608815359085,75577728569.9819,116330115276.085,1292.23376464844,1786.76281738281,5.37416537843612,3025.00708007813,4656.1259765625,7161069711.88358,22.1804010868451,31557832709.2647,31295201911.2048,43225720797.182,6.93495909884376,73493270864.2401,112645311611.221,1260.0,1730.11437988281,5.09786556874583,2940.0,4508.6416015625,26.9877845787808,26.1599245122699
1992,BWA,19.9420824009478,429724253.160957,360094325.089763,54.1003027510858,0.237771350838487,79015037.5048881,0.125250501002004,542108568.652313,22.3697394789579,-0.0377233393157215,344499875.576201,2.26682977260618,111260002.13623,2.61244304960332,80.6212620540451,51.1688519530402,30.4987482710136,1092914953.3707,1807894066.5594,10.9412050703799,26.3577544324924,1518231049.07038,1820513583.53292,-1.28216824838604,1319.18119605322,-4.02023498009211,2308757848.09929,4354715251.75901,36.6150733318854,2611146002.44108,3480302391.17886,3.44290717673645,3872471530.64973,3841139360.03133,-4.59881883365037,48.1795630951428,1225301875.8369,763734949.715549,-4.23085126559511,29.5505206963957,1261325528.20865,360836968.852468,-8.85716820560127,30.4193006321517,-13.7529135862087,41.5716914916723,6.60787160347055,3383.68171717845,214118128.467558,1.05198306628938,31459.7820441125,202182748.936473,4.87602738943061,2059202028.70042,3304474046.37723,-1.82078955681892,49.6616330776529,9007.7404324857,1439371766.46245,2100607980.03791,6.96562701080956,34.7132294607849,5.2,0.420593539183947,12.8668061046451,1.18289729902416,40.306046502077,27.439240397432,3650621980.3757,3623552523.25756,3.5344850315234,2645.31498911671,2625.69990953663,0.662822191901725,6.63928085355347,3690670585.02885,5596104298.58755,4146464586.61674,5833040675.49628,2.91707018751026,9127638053.78328,15192374593.3192,3004.61263362306,4226.73999498293,0.0625321470667757,6614.07231115726,11008.7038449944,1535318584.17566,37.0271722356223,4455125960.23958,4258848902.10809,5920640883.62791,3.65164819570623,9385791677.33097,15462288931.5818,3230.0,4290.2168887468,0.776735684203203,6800.0,11204.289268142,40.3060656649972,41.3985070702683
1992,CMR,35.7136908727515,823939386.794636,907319377.929294,32.3867421718854,0.273839706202691,145112164.000101,0.537783959202595,41822224.8237728,38.0899397311079,0.241917820451063,171860253.589289,0.207179299447344,714780029.296875,6.2767008542452,59.5334844225282,15.519982694287,14.9294278084384,1546704440.98871,1313927092.13217,-16.8000038409301,12.8125681439644,8528786956.26843,7107032643.55006,-9.85910993193794,591.93933774478,-12.4055414842215,14364818272.5661,22344498618.2331,70.6506435015411,10075491397.2571,8460300204.38756,-11.0845580481845,11802405489.6963,10526040851.6068,5.30000071545025,20.5470222485463,1726914092.43915,1909980119.82696,-15.7353286166671,14.3053862792332,1726914092.43915,2065740647.21927,-15.7100122916434,14.3053862792332,-19.400002300311,18.3155699244814,2.23145232406497,673.196021695361,2250831315.50834,6.00000546889048,13299.0728015736,1681578339.4817,13.9298346167876,3031072237.48121,6094603473.38784,-10.4000014441022,25.1087528831179,6236.24770460469,5525671566.23034,6496502347.4996,-11.0439083988991,45.7734791517349,2.6,3.24263983803614,9.76928498850127,2.53213857205951,11.7307292118073,1.961444223306,9403212511.11603,8390940086.29333,-14.2572784884476,783.186410654095,698.875011112311,-16.6794641499252,-1.27767102935427,11765381268.8365,13393060736.2008,12071775335.0433,14369813423.5217,-3.10000321081914,22693118129.517,47716579725.7047,1005.44897647465,1196.85081918895,-5.83737588435096,1890.09253097231,3974.27759501196,1996283937.7862,16.5367883544946,11566743550.1061,11387830102.0741,13761099130.1725,-2.01072994995722,21554856532.5364,45706103957.4578,960.0,1146.15146915741,-4.77887400591518,1800.0,3806.82659900619,11.7307292125882,11.0661064788538
1992,KOR,33.7775556257948,3142600000.0,13604300000.0,41.2318164109877,0.386948983918761,1474000000.0,2.10664016377428,2609000000.0,38.1590683213985,0.281724287484939,2472600000.0,0.823205329849921,-3099999.90463257,-0.0008731084550028,-0.0708604415591421,15.4463776136698,13.4192882632031,39323087864.6381,76025827786.7549,6.25244062183337,11.0605719951805,181060853329.043,288747935921.27,6.97089061008027,6600.26028003933,5.86504615850254,239970118779.481,368586875106.596,50.9277554867609,220383941193.681,363375827013.071,6.84444227210909,358108388539.408,541933635585.933,12.1243264576303,24.0723886361933,131570863694.753,181719037713.785,2.37002235531804,37.0074958348466,137724447345.727,178557808572.862,0.96065921770392,38.7383404530073,4.81696648540837,24.6870370050097,-0.614648368816405,8128.3510253187,22123298723.8633,8.97481685380535,21277.9919478594,86786435112.8571,24.4107893325954,127567024846.449,147595250471.527,4.1733784487827,35.8813190709258,26271.4754677609,172459568349.895,255962208846.083,7.95116932360726,48.5084355165078,3.1,0.0,13.0298232984437,0.297249693797321,38.1841611039475,25.1543378055038,308780353788.278,467284389534.978,5.39157542147186,7058.16544753052,10681.2836112223,4.30205762594657,7.77796412307066,323518274752.296,428714468556.372,355524903068.056,472415066061.572,6.19864279836374,445566678589.937,697998792016.564,8126.66206183629,10798.561680692,5.10078169583505,10184.8556645893,15955.0013327835,135140961874.375,38.0116725180586,363597291119.937,355053245317.881,532050019784.209,6.16081144267295,444975566756.806,805556729385.406,8310.0,12161.7098365453,5.03239506411532,10170.0,18413.5830004014,38.1841613650989,38.1335042789529
1992,MAR,35.8538404175988,1348813375.6936,1570648434.18298,41.841909023117,0.096240406088559,34434797.8858908,1.45946209791575,291993031.052809,13.1107531605408,1.25320990888604,2614116510.25577,6.43837862651211,953599975.585938,2.90828177455444,37.8225557127505,22.8096846093527,18.2072369760728,5550471515.57742,10329461079.0293,-4.3909499680484,16.4648336860816,20814496861.0916,27497814700.9669,-0.280123548440443,1082.44592285156,-1.92525151889075,46417260822.4612,70289226300.9769,61.7438046687621,26364968376.669,37834233601.957,-1.44526097280955,35706429971.8904,47389835384.0216,4.82777204003584,22.1721546193877,8362423940.03279,9057301110.17367,0.677748028951513,24.8061662867255,9341461595.22136,9555601782.06461,1.38792282143314,27.7103685909534,10.1941194412183,28.0911615651847,-5.91900694579703,1329.43317004257,4501861444.27091,-34.2366412783795,10418.4736311228,6359911185.2893,18.865943123959,8890364054.81377,13464793443.8035,2.51843765222162,26.3722397566432,10855.3612262039,15622874326.5402,23226376101.1645,4.9571506986333,46.3434551034315,5.1,0.0,9.13724372155438,1.4640019837144,27.318363945578,18.1811202240236,29773182473.2316,39501991694.5062,-1.58839147939678,1172.01538085938,1554.98803710938,-3.21193350496345,4.58787832075566,29247055938.1588,39313005212.0339,33711069430.78,43704591004.544,-2.097738754022,75678482132.6153,113889813365.34,1327.02954101563,1720.42248535156,-3.71287726230331,2979.068359375,4483.24951171875,7346101054.11103,21.7913616451564,33025766865.769,32789119126.2591,42465193401.0344,-1.75943253720622,73817608218.1887,110663393347.095,1300.0,1671.63391113281,-3.38015324257194,2910.0,4356.2421875,27.318363945578,26.5712451390876
1993,BWA,18.6058301647655,260908143.577892,325619306.047068,51.4448669201521,0.228167699290845,87904831.6705013,0.129421915444349,554543297.256585,19.2407247627265,-6.89760875290975,275930377.722522,1.78566027905264,129899993.896484,2.916635730771,91.471461041172,50.0500728896596,32.6279809985908,1164697749.76012,1987299504.76201,9.9234485870091,27.9966727197243,1470280531.96868,1777729287.10321,-2.35012234001979,1251.82065332963,-5.10623884915273,2312340660.64207,4252374115.78317,35.3421845866767,2634978281.7288,3575602576.30294,2.7382731272324,3832243946.22535,3943389579.0479,-0.897205478565994,47.0957972005807,1120998937.30074,749466270.557512,-1.86827631279046,26.9462531143651,1197265664.49656,367787002.74496,1.9260869845444,28.7795309764933,-2.76584273802835,39.1124078090891,7.98338939149163,3293.39739326251,208866745.64798,-2.45256338506323,30867.4771780048,179235062.884971,4.30840138269626,1991849199.88032,3276821530.75606,-0.836820481355744,47.879503645971,9861.59319979852,1574899662.61878,2311502416.12957,10.0396855622651,37.8569894462519,5.6088794,0.366420819463867,12.7585622258679,1.14484353755609,40.8555445830396,28.0969823571716,3848750911.10172,3963084676.07012,9.37014575153236,2710.16848008909,2790.67869578881,6.28323083125272,13.0647004889209,3754836313.36215,5782558058.68855,4160129174.70569,5944807979.21822,1.9161070518754,9523033629.08965,15483476754.2491,2929.43119022452,4186.14547358363,-0.960421541128198,6705.81863376533,10902.9738818681,1525150892.9769,36.6611426935991,4655539465.24486,4453761315.68358,6208045254.34703,4.85427804807195,10224431050.0765,16212871428.9171,3280.0,4371.50882452973,1.89482112189145,7200.0,11416.5905077526,40.8555443918301,43.7392291205474
1993,CMR,38.822968787229,669544684.664055,741093686.780695,24.8987371932332,0.136619046276035,128689320.687579,0.62330623306233,16986707.8075537,30.822041553749,0.0316449867572285,118306592.838472,0.125706982507033,543719970.703125,3.50840985308276,44.0147498397876,9.78026509684577,9.89986132287048,2211655933.18035,1248521920.11835,-4.97783875570207,13.6675395959631,10671622756.692,8249085670.95298,16.0693370170375,667.772864300798,12.8110300702323,18356544715.4235,25935111405.9643,65.9482446578073,12883278689.8724,9525825646.46757,12.5944164667752,15110159256.9546,11425714729.4578,-18.7341061765594,16.390717236618,2391844929.83446,1773421013.61169,-7.14976584298915,14.7810673421101,2226880567.08228,1899889082.99026,-8.02867312759079,13.7616244323822,35.1057394607664,9.76812572198854,6.62259151462944,735.697802810749,2530103000.15191,12.4074906333216,11799.8271858337,2736439829.50162,16.9105868415537,4713613853.61588,5488725014.97209,-9.94122851570771,29.1290806213851,4712.18837477084,7673253845.80566,5081826567.453,-21.7759604226277,47.4189946067316,2.4557088,2.30870025667006,9.55683324132244,2.63341615498804,16.7922775680641,7.23544432674169,13226678298.25,9998757666.59383,19.1613521699062,1070.71464701945,809.410801730657,15.8162459468139,55.7553793703876,15337901103.4505,12581799010.1439,16181814712.5295,13229990256.1401,-7.93206657447536,21388318871.9362,43931668854.7992,1309.93629975506,1070.98275377636,-10.5166043582515,1731.40873127114,3556.31854424592,3298536022.65715,20.3842157462296,12215595784.4065,15497618393.2835,12714072886.2357,-7.6085945899557,20496322584.6177,42228511804.4711,990.0,1029.21865608288,-10.2022129030202,1660.0,3418.44604452678,16.7922775737763,16.0822697834362
